,,,,
area_name,area_code,date,new_cases,total_cases
Havering,E09000016,2020-09-11,20,1275
Hillingdon,E09000017,2020-09-11,8,1449
Hounslow,E09000018,2020-09-11,13,1466
Islington,E09000019,2020-09-11,6,758
Kensington and Chelsea,E09000020,2020-09-11,10,787
Kingston upon Thames,E09000021,2020-09-11,4,882
Lambeth,E09000022,2020-09-11,10,1747
Lewisham,E09000023,2020-09-11,9,1455
Merton,E09000024,2020-09-11,4,1088
Newham,E09000025,2020-09-11,14,1680
Redbridge,E09000026,2020-09-11,32,1508
Richmond upon Thames,E09000027,2020-09-11,2,735
Southwark,E09000028,2020-09-11,10,1774
Sutton,E09000029,2020-09-11,6,1132
Tower Hamlets,E09000030,2020-09-11,14,1204
Waltham Forest,E09000031,2020-09-11,15,1291
Wandsworth,E09000032,2020-09-11,15,1587
Westminster,E09000033,2020-09-11,4,1063
Barking and Dagenham,E09000002,2020-09-12,9,1005
Barnet,E09000003,2020-09-12,6,2087
Bexley,E09000004,2020-09-12,1,1239
Brent,E09000005,2020-09-12,9,2077
Bromley,E09000006,2020-09-12,1,1758
Camden,E09000007,2020-09-12,9,928
Croydon,E09000008,2020-09-12,3,2134
Ealing,E09000009,2020-09-12,13,1983
Enfield,E09000010,2020-09-12,8,1529
Greenwich,E09000011,2020-09-12,15,1176
Hackney and City of London,E09000012,2020-09-12,8,1324
Hammersmith and Fulham,E09000013,2020-09-12,10,1023
Haringey,E09000014,2020-09-12,6,1069
Harrow,E09000015,2020-09-12,4,1580
Havering,E09000016,2020-09-12,5,1280
Hillingdon,E09000017,2020-09-12,7,1456
Hounslow,E09000018,2020-09-12,11,1477
Islington,E09000019,2020-09-12,6,764
Kensington and Chelsea,E09000020,2020-09-12,2,789
Kingston upon Thames,E09000021,2020-09-12,10,892
Lambeth,E09000022,2020-09-12,5,1752
Lewisham,E09000023,2020-09-12,5,1460
Merton,E09000024,2020-09-12,4,1092
Newham,E09000025,2020-09-12,18,1698
Redbridge,E09000026,2020-09-12,7,1515
Richmond upon Thames,E09000027,2020-09-12,7,742
Southwark,E09000028,2020-09-12,3,1777
Sutton,E09000029,2020-09-12,6,1138
Tower Hamlets,E09000030,2020-09-12,8,1212
Waltham Forest,E09000031,2020-09-12,16,1307
Wandsworth,E09000032,2020-09-12,6,1593
Westminster,E09000033,2020-09-12,2,1065
Barking and Dagenham,E09000002,2020-09-13,7,1012
Barnet,E09000003,2020-09-13,5,2092
Bexley,E09000004,2020-09-13,1,1240
Brent,E09000005,2020-09-13,2,2079
Bromley,E09000006,2020-09-13,6,1764
Camden,E09000007,2020-09-13,3,931
Croydon,E09000008,2020-09-13,4,2138
Ealing,E09000009,2020-09-13,4,1987
Enfield,E09000010,2020-09-13,4,1533
Greenwich,E09000011,2020-09-13,0,1176
Hackney and City of London,E09000012,2020-09-13,4,1328
Hammersmith and Fulham,E09000013,2020-09-13,5,1028
Haringey,E09000014,2020-09-13,3,1072
Harrow,E09000015,2020-09-13,3,1583
Havering,E09000016,2020-09-13,9,1289
Hillingdon,E09000017,2020-09-13,5,1461
Hounslow,E09000018,2020-09-13,6,1483
Islington,E09000019,2020-09-13,1,765
Kensington and Chelsea,E09000020,2020-09-13,0,789
Kingston upon Thames,E09000021,2020-09-13,2,894
Lambeth,E09000022,2020-09-13,2,1754
Lewisham,E09000023,2020-09-13,3,1463
Merton,E09000024,2020-09-13,7,1099
Newham,E09000025,2020-09-13,0,1698
Redbridge,E09000026,2020-09-13,10,1525
Richmond upon Thames,E09000027,2020-09-13,2,744
Southwark,E09000028,2020-09-13,1,1778
Sutton,E09000029,2020-09-13,2,1140
Tower Hamlets,E09000030,2020-09-13,2,1214
Waltham Forest,E09000031,2020-09-13,3,1310
Wandsworth,E09000032,2020-09-13,5,1598
Westminster,E09000033,2020-09-13,1,1066
Barking and Dagenham,E09000002,2020-09-14,8,1020
Barnet,E09000003,2020-09-14,17,2109
Bexley,E09000004,2020-09-14,7,1247
Brent,E09000005,2020-09-14,8,2087
Bromley,E09000006,2020-09-14,13,1777
Camden,E09000007,2020-09-14,9,940
Croydon,E09000008,2020-09-14,6,2144
Ealing,E09000009,2020-09-14,15,2002
Enfield,E09000010,2020-09-14,15,1548
Greenwich,E09000011,2020-09-14,5,1181
Hackney and City of London,E09000012,2020-09-14,15,1343
Hammersmith and Fulham,E09000013,2020-09-14,6,1034
Haringey,E09000014,2020-09-14,9,1081
Harrow,E09000015,2020-09-14,14,1597
Havering,E09000016,2020-09-14,5,1294
Hillingdon,E09000017,2020-09-14,10,1471
Hounslow,E09000018,2020-09-14,17,1500
Islington,E09000019,2020-09-14,7,772
Kensington and Chelsea,E09000020,2020-09-14,5,794
Kingston upon Thames,E09000021,2020-09-14,1,895
Lambeth,E09000022,2020-09-14,7,1761
Lewisham,E09000023,2020-09-14,10,1473
Merton,E09000024,2020-09-14,1,1100
Newham,E09000025,2020-09-14,16,1714
Redbridge,E09000026,2020-09-14,23,1548
Richmond upon Thames,E09000027,2020-09-14,3,747
Southwark,E09000028,2020-09-14,9,1787
Sutton,E09000029,2020-09-14,5,1145
Tower Hamlets,E09000030,2020-09-14,12,1226
Waltham Forest,E09000031,2020-09-14,5,1315
Wandsworth,E09000032,2020-09-14,9,1607
Westminster,E09000033,2020-09-14,8,1074
Barking and Dagenham,E09000002,2020-09-15,5,1025
Barnet,E09000003,2020-09-15,10,2119
Bexley,E09000004,2020-09-15,5,1252
Brent,E09000005,2020-09-15,12,2099
Bromley,E09000006,2020-09-15,3,1780
Camden,E09000007,2020-09-15,10,950
Croydon,E09000008,2020-09-15,7,2151
Ealing,E09000009,2020-09-15,3,2005
Enfield,E09000010,2020-09-15,7,1555
Greenwich,E09000011,2020-09-15,4,1185
Hackney and City of London,E09000012,2020-09-15,12,1355
Hammersmith and Fulham,E09000013,2020-09-15,5,1039
Haringey,E09000014,2020-09-15,8,1089
Harrow,E09000015,2020-09-15,5,1602
Havering,E09000016,2020-09-15,12,1306
Hillingdon,E09000017,2020-09-15,11,1482
Hounslow,E09000018,2020-09-15,10,1510
Islington,E09000019,2020-09-15,12,784
Kensington and Chelsea,E09000020,2020-09-15,10,804
Kingston upon Thames,E09000021,2020-09-15,4,899
Lambeth,E09000022,2020-09-15,12,1773
Lewisham,E09000023,2020-09-15,9,1482
Merton,E09000024,2020-09-15,5,1105
Newham,E09000025,2020-09-15,13,1727
Redbridge,E09000026,2020-09-15,28,1576
Richmond upon Thames,E09000027,2020-09-15,4,751
Southwark,E09000028,2020-09-15,8,1795
Sutton,E09000029,2020-09-15,1,1146
Tower Hamlets,E09000030,2020-09-15,6,1232
Waltham Forest,E09000031,2020-09-15,13,1328
Wandsworth,E09000032,2020-09-15,5,1612
Westminster,E09000033,2020-09-15,11,1085
Barking and Dagenham,E09000002,2020-09-16,9,1034
Barnet,E09000003,2020-09-16,12,2131
Bexley,E09000004,2020-09-16,2,1254
Brent,E09000005,2020-09-16,9,2108
Bromley,E09000006,2020-09-16,4,1784
Camden,E09000007,2020-09-16,5,955
Croydon,E09000008,2020-09-16,8,2159
Ealing,E09000009,2020-09-16,13,2018
Enfield,E09000010,2020-09-16,13,1568
Greenwich,E09000011,2020-09-16,6,1191
Hackney and City of London,E09000012,2020-09-16,5,1360
Hammersmith and Fulham,E09000013,2020-09-16,9,1048
Haringey,E09000014,2020-09-16,11,1100
Harrow,E09000015,2020-09-16,8,1610
Havering,E09000016,2020-09-16,9,1315
Hillingdon,E09000017,2020-09-16,23,1505
Hounslow,E09000018,2020-09-16,9,1519
Islington,E09000019,2020-09-16,12,796
Kensington and Chelsea,E09000020,2020-09-16,5,809
Kingston upon Thames,E09000021,2020-09-16,5,904
Lambeth,E09000022,2020-09-16,5,1778
Lewisham,E09000023,2020-09-16,12,1494
Merton,E09000024,2020-09-16,5,1110
Newham,E09000025,2020-09-16,15,1742
Redbridge,E09000026,2020-09-16,14,1590
Richmond upon Thames,E09000027,2020-09-16,2,753
Southwark,E09000028,2020-09-16,12,1807
Sutton,E09000029,2020-09-16,2,1148
Tower Hamlets,E09000030,2020-09-16,13,1245
Waltham Forest,E09000031,2020-09-16,17,1345
Wandsworth,E09000032,2020-09-16,9,1621
Westminster,E09000033,2020-09-16,10,1095
Barking and Dagenham,E09000002,2020-09-17,24,1058
Barnet,E09000003,2020-09-17,11,2142
Bexley,E09000004,2020-09-17,7,1261
Brent,E09000005,2020-09-17,12,2120
Bromley,E09000006,2020-09-17,6,1790
Camden,E09000007,2020-09-17,5,960
Croydon,E09000008,2020-09-17,8,2167
Ealing,E09000009,2020-09-17,6,2024
Enfield,E09000010,2020-09-17,18,1586
Greenwich,E09000011,2020-09-17,7,1198
Hackney and City of London,E09000012,2020-09-17,11,1371
Hammersmith and Fulham,E09000013,2020-09-17,4,1052
Haringey,E09000014,2020-09-17,11,1111
Harrow,E09000015,2020-09-17,13,1623
Havering,E09000016,2020-09-17,21,1336
Hillingdon,E09000017,2020-09-17,8,1513
Hounslow,E09000018,2020-09-17,4,1523
Islington,E09000019,2020-09-17,6,802
Kensington and Chelsea,E09000020,2020-09-17,4,813
Kingston upon Thames,E09000021,2020-09-17,5,909
Lambeth,E09000022,2020-09-17,6,1784
Lewisham,E09000023,2020-09-17,9,1503
Merton,E09000024,2020-09-17,2,1112
Newham,E09000025,2020-09-17,22,1764
Redbridge,E09000026,2020-09-17,19,1609
Richmond upon Thames,E09000027,2020-09-17,4,757
Southwark,E09000028,2020-09-17,13,1820
Sutton,E09000029,2020-09-17,7,1155
Tower Hamlets,E09000030,2020-09-17,19,1264
Waltham Forest,E09000031,2020-09-17,12,1357
Wandsworth,E09000032,2020-09-17,11,1632
Westminster,E09000033,2020-09-17,7,1102
Barking and Dagenham,E09000002,2020-09-18,13,1071
Barnet,E09000003,2020-09-18,10,2152
Bexley,E09000004,2020-09-18,11,1272
Brent,E09000005,2020-09-18,14,2134
Bromley,E09000006,2020-09-18,12,1802
Camden,E09000007,2020-09-18,11,971
Croydon,E09000008,2020-09-18,19,2186
Ealing,E09000009,2020-09-18,19,2043
Enfield,E09000010,2020-09-18,20,1606
Greenwich,E09000011,2020-09-18,7,1205
Hackney and City of London,E09000012,2020-09-18,8,1379
Hammersmith and Fulham,E09000013,2020-09-18,9,1061
Haringey,E09000014,2020-09-18,5,1116
Harrow,E09000015,2020-09-18,9,1632
Havering,E09000016,2020-09-18,20,1356
Hillingdon,E09000017,2020-09-18,14,1527
Hounslow,E09000018,2020-09-18,7,1530
Islington,E09000019,2020-09-18,4,806
Kensington and Chelsea,E09000020,2020-09-18,6,819
Kingston upon Thames,E09000021,2020-09-18,4,913
Lambeth,E09000022,2020-09-18,12,1796
Lewisham,E09000023,2020-09-18,8,1511
Merton,E09000024,2020-09-18,5,1117
Newham,E09000025,2020-09-18,12,1776
Redbridge,E09000026,2020-09-18,32,1641
Richmond upon Thames,E09000027,2020-09-18,6,763
Southwark,E09000028,2020-09-18,18,1838
Sutton,E09000029,2020-09-18,6,1161
Tower Hamlets,E09000030,2020-09-18,18,1282
Waltham Forest,E09000031,2020-09-18,12,1369
Wandsworth,E09000032,2020-09-18,20,1652
Westminster,E09000033,2020-09-18,14,1116
Barking and Dagenham,E09000002,2020-09-19,12,1083
Barnet,E09000003,2020-09-19,13,2165
Bexley,E09000004,2020-09-19,10,1282
Brent,E09000005,2020-09-19,12,2146
Bromley,E09000006,2020-09-19,7,1809
Camden,E09000007,2020-09-19,4,975
Croydon,E09000008,2020-09-19,5,2191
Ealing,E09000009,2020-09-19,12,2055
Enfield,E09000010,2020-09-19,10,1616
Greenwich,E09000011,2020-09-19,5,1210
Hackney and City of London,E09000012,2020-09-19,6,1385
Hammersmith and Fulham,E09000013,2020-09-19,7,1068
Haringey,E09000014,2020-09-19,11,1127
Harrow,E09000015,2020-09-19,11,1643
Havering,E09000016,2020-09-19,13,1369
Hillingdon,E09000017,2020-09-19,21,1548
Hounslow,E09000018,2020-09-19,12,1542
Islington,E09000019,2020-09-19,11,817
Kensington and Chelsea,E09000020,2020-09-19,2,821
Kingston upon Thames,E09000021,2020-09-19,5,918
Lambeth,E09000022,2020-09-19,10,1806
Lewisham,E09000023,2020-09-19,8,1519
Merton,E09000024,2020-09-19,3,1120
Newham,E09000025,2020-09-19,26,1802
Redbridge,E09000026,2020-09-19,42,1683
Richmond upon Thames,E09000027,2020-09-19,4,767
Southwark,E09000028,2020-09-19,13,1851
Sutton,E09000029,2020-09-19,2,1163
Tower Hamlets,E09000030,2020-09-19,16,1298
Waltham Forest,E09000031,2020-09-19,13,1382
Wandsworth,E09000032,2020-09-19,10,1662
Westminster,E09000033,2020-09-19,3,1119
Barking and Dagenham,E09000002,2020-09-20,22,1105
Barnet,E09000003,2020-09-20,18,2183
Bexley,E09000004,2020-09-20,17,1299
Brent,E09000005,2020-09-20,19,2165
Bromley,E09000006,2020-09-20,8,1817
Camden,E09000007,2020-09-20,14,989
Croydon,E09000008,2020-09-20,6,2197
Ealing,E09000009,2020-09-20,18,2073
Enfield,E09000010,2020-09-20,22,1638
Greenwich,E09000011,2020-09-20,10,1220
Hackney and City of London,E09000012,2020-09-20,12,1397
Hammersmith and Fulham,E09000013,2020-09-20,1,1069
Haringey,E09000014,2020-09-20,20,1147
Harrow,E09000015,2020-09-20,11,1654
Havering,E09000016,2020-09-20,18,1387
Hillingdon,E09000017,2020-09-20,15,1563
Hounslow,E09000018,2020-09-20,16,1558
Islington,E09000019,2020-09-20,7,824
Kensington and Chelsea,E09000020,2020-09-20,6,827
Kingston upon Thames,E09000021,2020-09-20,5,923
Lambeth,E09000022,2020-09-20,13,1819
Lewisham,E09000023,2020-09-20,10,1529
Merton,E09000024,2020-09-20,4,1124
Newham,E09000025,2020-09-20,23,1825
Redbridge,E09000026,2020-09-20,24,1707
Richmond upon Thames,E09000027,2020-09-20,1,768
Southwark,E09000028,2020-09-20,15,1866
Sutton,E09000029,2020-09-20,2,1165
Tower Hamlets,E09000030,2020-09-20,19,1317
Waltham Forest,E09000031,2020-09-20,18,1400
Wandsworth,E09000032,2020-09-20,9,1671
Westminster,E09000033,2020-09-20,7,1126
Barking and Dagenham,E09000002,2020-09-21,11,1116
Barnet,E09000003,2020-09-21,25,2208
Bexley,E09000004,2020-09-21,16,1315
Brent,E09000005,2020-09-21,17,2182
Bromley,E09000006,2020-09-21,13,1830
Camden,E09000007,2020-09-21,4,993
Croydon,E09000008,2020-09-21,12,2209
Ealing,E09000009,2020-09-21,17,2090
Enfield,E09000010,2020-09-21,15,1653
Greenwich,E09000011,2020-09-21,9,1229
Hackney and City of London,E09000012,2020-09-21,21,1418
Hammersmith and Fulham,E09000013,2020-09-21,5,1074
Haringey,E09000014,2020-09-21,7,1154
Harrow,E09000015,2020-09-21,8,1662
Havering,E09000016,2020-09-21,14,1401
Hillingdon,E09000017,2020-09-21,15,1578
Hounslow,E09000018,2020-09-21,8,1566
Islington,E09000019,2020-09-21,14,838
Kensington and Chelsea,E09000020,2020-09-21,6,833
Kingston upon Thames,E09000021,2020-09-21,5,928
Lambeth,E09000022,2020-09-21,24,1843
Lewisham,E09000023,2020-09-21,10,1539
Merton,E09000024,2020-09-21,1,1125
Newham,E09000025,2020-09-21,28,1853
Redbridge,E09000026,2020-09-21,19,1726
Richmond upon Thames,E09000027,2020-09-21,7,775
Southwark,E09000028,2020-09-21,20,1886
Sutton,E09000029,2020-09-21,8,1173
Tower Hamlets,E09000030,2020-09-21,28,1345
Waltham Forest,E09000031,2020-09-21,18,1418
Wandsworth,E09000032,2020-09-21,18,1689
Westminster,E09000033,2020-09-21,5,1131
Barking and Dagenham,E09000002,2020-09-22,24,1140
Barnet,E09000003,2020-09-22,13,2221
Bexley,E09000004,2020-09-22,13,1328
Brent,E09000005,2020-09-22,23,2205
Bromley,E09000006,2020-09-22,9,1839
Camden,E09000007,2020-09-22,11,1004
Croydon,E09000008,2020-09-22,12,2221
Ealing,E09000009,2020-09-22,28,2118
Enfield,E09000010,2020-09-22,17,1670
Greenwich,E09000011,2020-09-22,18,1247
Hackney and City of London,E09000012,2020-09-22,13,1431
Hammersmith and Fulham,E09000013,2020-09-22,12,1086
Haringey,E09000014,2020-09-22,12,1166
Harrow,E09000015,2020-09-22,20,1682
Havering,E09000016,2020-09-22,18,1419
Hillingdon,E09000017,2020-09-22,26,1604
Hounslow,E09000018,2020-09-22,20,1586
Islington,E09000019,2020-09-22,15,853
Kensington and Chelsea,E09000020,2020-09-22,5,838
Kingston upon Thames,E09000021,2020-09-22,5,933
Lambeth,E09000022,2020-09-22,18,1861
Lewisham,E09000023,2020-09-22,8,1547
Merton,E09000024,2020-09-22,7,1132
Newham,E09000025,2020-09-22,19,1872
Redbridge,E09000026,2020-09-22,26,1752
Richmond upon Thames,E09000027,2020-09-22,7,782
Southwark,E09000028,2020-09-22,22,1908
Sutton,E09000029,2020-09-22,13,1186
Tower Hamlets,E09000030,2020-09-22,34,1379
Waltham Forest,E09000031,2020-09-22,19,1437
Wandsworth,E09000032,2020-09-22,18,1707
Westminster,E09000033,2020-09-22,16,1147
Barking and Dagenham,E09000002,2020-09-23,30,1170
Barnet,E09000003,2020-09-23,24,2245
Bexley,E09000004,2020-09-23,12,1340
Brent,E09000005,2020-09-23,32,2237
Bromley,E09000006,2020-09-23,21,1860
Camden,E09000007,2020-09-23,15,1019
Croydon,E09000008,2020-09-23,13,2234
Ealing,E09000009,2020-09-23,25,2143
Enfield,E09000010,2020-09-23,19,1689
Greenwich,E09000011,2020-09-23,19,1266
Hackney and City of London,E09000012,2020-09-23,25,1456
Hammersmith and Fulham,E09000013,2020-09-23,15,1101
Haringey,E09000014,2020-09-23,13,1179
Harrow,E09000015,2020-09-23,17,1699
Havering,E09000016,2020-09-23,39,1458
Hillingdon,E09000017,2020-09-23,45,1649
Hounslow,E09000018,2020-09-23,36,1622
Islington,E09000019,2020-09-23,14,867
Kensington and Chelsea,E09000020,2020-09-23,12,850
Kingston upon Thames,E09000021,2020-09-23,4,937
Lambeth,E09000022,2020-09-23,19,1880
Lewisham,E09000023,2020-09-23,16,1563
Merton,E09000024,2020-09-23,11,1143
Newham,E09000025,2020-09-23,34,1906
Redbridge,E09000026,2020-09-23,34,1786
Richmond upon Thames,E09000027,2020-09-23,8,790
Southwark,E09000028,2020-09-23,30,1938
Sutton,E09000029,2020-09-23,4,1190
Tower Hamlets,E09000030,2020-09-23,23,1402
Waltham Forest,E09000031,2020-09-23,20,1457
Wandsworth,E09000032,2020-09-23,16,1723
Westminster,E09000033,2020-09-23,12,1159
Barking and Dagenham,E09000002,2020-09-24,15,1185
Barnet,E09000003,2020-09-24,26,2271
Bexley,E09000004,2020-09-24,10,1350
Brent,E09000005,2020-09-24,32,2269
Bromley,E09000006,2020-09-24,10,1870
Camden,E09000007,2020-09-24,10,1029
Croydon,E09000008,2020-09-24,21,2255
Ealing,E09000009,2020-09-24,20,2163
Enfield,E09000010,2020-09-24,21,1710
Greenwich,E09000011,2020-09-24,20,1286
Hackney and City of London,E09000012,2020-09-24,32,1488
Hammersmith and Fulham,E09000013,2020-09-24,18,1119
Haringey,E09000014,2020-09-24,12,1191
Harrow,E09000015,2020-09-24,21,1720
Havering,E09000016,2020-09-24,19,1477
Hillingdon,E09000017,2020-09-24,21,1670
Hounslow,E09000018,2020-09-24,15,1637
Islington,E09000019,2020-09-24,13,880
Kensington and Chelsea,E09000020,2020-09-24,7,857
Kingston upon Thames,E09000021,2020-09-24,11,948
Lambeth,E09000022,2020-09-24,18,1898
Lewisham,E09000023,2020-09-24,17,1580
Merton,E09000024,2020-09-24,9,1152
Newham,E09000025,2020-09-24,35,1941
Redbridge,E09000026,2020-09-24,56,1842
Richmond upon Thames,E09000027,2020-09-24,13,803
Southwark,E09000028,2020-09-24,17,1955
Sutton,E09000029,2020-09-24,3,1193
Tower Hamlets,E09000030,2020-09-24,31,1433
Waltham Forest,E09000031,2020-09-24,16,1473
Wandsworth,E09000032,2020-09-24,18,1741
Westminster,E09000033,2020-09-24,11,1170
Barking and Dagenham,E09000002,2020-09-25,25,1210
Barnet,E09000003,2020-09-25,24,2295
Bexley,E09000004,2020-09-25,3,1353
Brent,E09000005,2020-09-25,23,2292
Bromley,E09000006,2020-09-25,11,1881
Camden,E09000007,2020-09-25,10,1039
Croydon,E09000008,2020-09-25,23,2278
Ealing,E09000009,2020-09-25,30,2193
Enfield,E09000010,2020-09-25,24,1734
Greenwich,E09000011,2020-09-25,15,1301
Hackney and City of London,E09000012,2020-09-25,31,1519
Hammersmith and Fulham,E09000013,2020-09-25,11,1130
Haringey,E09000014,2020-09-25,18,1209
Harrow,E09000015,2020-09-25,12,1732
Havering,E09000016,2020-09-25,19,1496
Hillingdon,E09000017,2020-09-25,28,1698
Hounslow,E09000018,2020-09-25,31,1668
Islington,E09000019,2020-09-25,17,897
Kensington and Chelsea,E09000020,2020-09-25,4,861
Kingston upon Thames,E09000021,2020-09-25,6,954
Lambeth,E09000022,2020-09-25,19,1917
Lewisham,E09000023,2020-09-25,19,1599
Merton,E09000024,2020-09-25,7,1159
Newham,E09000025,2020-09-25,49,1990
Redbridge,E09000026,2020-09-25,30,1872
Richmond upon Thames,E09000027,2020-09-25,8,811
Southwark,E09000028,2020-09-25,28,1983
Sutton,E09000029,2020-09-25,4,1197
Tower Hamlets,E09000030,2020-09-25,37,1470
Waltham Forest,E09000031,2020-09-25,16,1489
Wandsworth,E09000032,2020-09-25,12,1753
Westminster,E09000033,2020-09-25,10,1180
Barking and Dagenham,E09000002,2020-09-26,20,1230
Barnet,E09000003,2020-09-26,15,2310
Bexley,E09000004,2020-09-26,7,1360
Brent,E09000005,2020-09-26,21,2313
Bromley,E09000006,2020-09-26,9,1890
Camden,E09000007,2020-09-26,11,1050
Croydon,E09000008,2020-09-26,23,2301
Ealing,E09000009,2020-09-26,27,2220
Enfield,E09000010,2020-09-26,17,1751
Greenwich,E09000011,2020-09-26,17,1318
Hackney and City of London,E09000012,2020-09-26,14,1533
Hammersmith and Fulham,E09000013,2020-09-26,19,1149
Haringey,E09000014,2020-09-26,18,1227
Harrow,E09000015,2020-09-26,14,1746
Havering,E09000016,2020-09-26,27,1523
Hillingdon,E09000017,2020-09-26,19,1717
Hounslow,E09000018,2020-09-26,26,1694
Islington,E09000019,2020-09-26,14,911
Kensington and Chelsea,E09000020,2020-09-26,6,867
Kingston upon Thames,E09000021,2020-09-26,12,966
Lambeth,E09000022,2020-09-26,13,1930
Lewisham,E09000023,2020-09-26,15,1614
Merton,E09000024,2020-09-26,9,1168
Newham,E09000025,2020-09-26,37,2027
Redbridge,E09000026,2020-09-26,29,1901
Richmond upon Thames,E09000027,2020-09-26,14,825
Southwark,E09000028,2020-09-26,19,2002
Sutton,E09000029,2020-09-26,11,1208
Tower Hamlets,E09000030,2020-09-26,24,1494
Waltham Forest,E09000031,2020-09-26,15,1504
Wandsworth,E09000032,2020-09-26,14,1767
Westminster,E09000033,2020-09-26,12,1192
Barking and Dagenham,E09000002,2020-09-27,7,1237
Barnet,E09000003,2020-09-27,21,2331
Bexley,E09000004,2020-09-27,7,1367
Brent,E09000005,2020-09-27,22,2335
Bromley,E09000006,2020-09-27,7,1897
Camden,E09000007,2020-09-27,7,1057
Croydon,E09000008,2020-09-27,23,2324
Ealing,E09000009,2020-09-27,29,2249
Enfield,E09000010,2020-09-27,24,1775
Greenwich,E09000011,2020-09-27,15,1333
Hackney and City of London,E09000012,2020-09-27,21,1554
Hammersmith and Fulham,E09000013,2020-09-27,6,1155
Haringey,E09000014,2020-09-27,26,1253
Harrow,E09000015,2020-09-27,15,1761
Havering,E09000016,2020-09-27,25,1548
Hillingdon,E09000017,2020-09-27,25,1742
Hounslow,E09000018,2020-09-27,18,1712
Islington,E09000019,2020-09-27,14,925
Kensington and Chelsea,E09000020,2020-09-27,5,872
Kingston upon Thames,E09000021,2020-09-27,8,974
Lambeth,E09000022,2020-09-27,18,1948
Lewisham,E09000023,2020-09-27,20,1634
Merton,E09000024,2020-09-27,5,1173
Newham,E09000025,2020-09-27,34,2061
Redbridge,E09000026,2020-09-27,32,1933
Richmond upon Thames,E09000027,2020-09-27,6,831
Southwark,E09000028,2020-09-27,17,2019
Sutton,E09000029,2020-09-27,3,1211
Tower Hamlets,E09000030,2020-09-27,28,1522
Waltham Forest,E09000031,2020-09-27,16,1520
Wandsworth,E09000032,2020-09-27,16,1783
Westminster,E09000033,2020-09-27,8,1200
Barking and Dagenham,E09000002,2020-09-28,20,1257
Barnet,E09000003,2020-09-28,24,2355
Bexley,E09000004,2020-09-28,16,1383
Brent,E09000005,2020-09-28,33,2368
Bromley,E09000006,2020-09-28,15,1912
Camden,E09000007,2020-09-28,15,1072
Croydon,E09000008,2020-09-28,27,2351
Ealing,E09000009,2020-09-28,40,2289
Enfield,E09000010,2020-09-28,34,1809
Greenwich,E09000011,2020-09-28,18,1351
Hackney and City of London,E09000012,2020-09-28,29,1583
Hammersmith and Fulham,E09000013,2020-09-28,16,1171
Haringey,E09000014,2020-09-28,33,1286
Harrow,E09000015,2020-09-28,28,1789
Havering,E09000016,2020-09-28,26,1574
Hillingdon,E09000017,2020-09-28,18,1760
Hounslow,E09000018,2020-09-28,15,1727
Islington,E09000019,2020-09-28,30,955
Kensington and Chelsea,E09000020,2020-09-28,15,887
Kingston upon Thames,E09000021,2020-09-28,16,990
Lambeth,E09000022,2020-09-28,25,1973
Lewisham,E09000023,2020-09-28,26,1660
Merton,E09000024,2020-09-28,10,1183
Newham,E09000025,2020-09-28,36,2097
Redbridge,E09000026,2020-09-28,36,1969
Richmond upon Thames,E09000027,2020-09-28,9,840
Southwark,E09000028,2020-09-28,27,2046
Sutton,E09000029,2020-09-28,7,1218
Tower Hamlets,E09000030,2020-09-28,31,1553
Waltham Forest,E09000031,2020-09-28,26,1546
Wandsworth,E09000032,2020-09-28,18,1801
Westminster,E09000033,2020-09-28,19,1219
Barking and Dagenham,E09000002,2020-09-29,14,1271
Barnet,E09000003,2020-09-29,29,2384
Bexley,E09000004,2020-09-29,18,1401
Brent,E09000005,2020-09-29,29,2397
Bromley,E09000006,2020-09-29,18,1930
Camden,E09000007,2020-09-29,7,1079
Croydon,E09000008,2020-09-29,28,2379
Ealing,E09000009,2020-09-29,35,2324
Enfield,E09000010,2020-09-29,35,1844
Greenwich,E09000011,2020-09-29,19,1370
Hackney and City of London,E09000012,2020-09-29,27,1610
Hammersmith and Fulham,E09000013,2020-09-29,13,1184
Haringey,E09000014,2020-09-29,26,1312
Harrow,E09000015,2020-09-29,23,1812
Havering,E09000016,2020-09-29,18,1592
Hillingdon,E09000017,2020-09-29,29,1789
Hounslow,E09000018,2020-09-29,18,1745
Islington,E09000019,2020-09-29,16,971
Kensington and Chelsea,E09000020,2020-09-29,17,904
Kingston upon Thames,E09000021,2020-09-29,10,1000
Lambeth,E09000022,2020-09-29,22,1995
Lewisham,E09000023,2020-09-29,15,1675
Merton,E09000024,2020-09-29,3,1186
Newham,E09000025,2020-09-29,34,2131
Redbridge,E09000026,2020-09-29,41,2010
Richmond upon Thames,E09000027,2020-09-29,20,860
Southwark,E09000028,2020-09-29,15,2061
Sutton,E09000029,2020-09-29,9,1227
Tower Hamlets,E09000030,2020-09-29,39,1592
Waltham Forest,E09000031,2020-09-29,19,1565
Wandsworth,E09000032,2020-09-29,26,1827
Westminster,E09000033,2020-09-29,26,1245
Barking and Dagenham,E09000002,2020-09-30,26,1297
Barnet,E09000003,2020-09-30,47,2431
Bexley,E09000004,2020-09-30,12,1413
Brent,E09000005,2020-09-30,35,2432
Bromley,E09000006,2020-09-30,32,1962
Camden,E09000007,2020-09-30,23,1102
Croydon,E09000008,2020-09-30,49,2428
Ealing,E09000009,2020-09-30,30,2354
Enfield,E09000010,2020-09-30,31,1875
